subNo,Across,sz1,sz2,sz3,sz4
53,0.545138888888889,0.666666666666667,0.625,0.472222222222222,0.416666666666667
54,0.753472222222222,0.861111111111111,0.763888888888889,0.708333333333333,0.680555555555556
55,0.833333333333333,0.833333333333333,0.833333333333333,0.819444444444444,0.847222222222222
56,0.715277777777778,0.805555555555556,0.722222222222222,0.694444444444444,0.638888888888889
57,0.75,0.805555555555556,0.777777777777778,0.75,0.666666666666667
58,0.715277777777778,0.819444444444444,0.736111111111111,0.652777777777778,0.652777777777778
59,0.836805555555556,0.888888888888889,0.833333333333333,0.777777777777778,0.847222222222222
60,0.402777777777778,0.541666666666667,0.416666666666667,0.388888888888889,0.263888888888889
61,0.760416666666667,0.819444444444444,0.763888888888889,0.777777777777778,0.680555555555556
62,0.458333333333333,0.583333333333333,0.486111111111111,0.416666666666667,0.347222222222222
63,0.604166666666667,0.694444444444444,0.597222222222222,0.611111111111111,0.513888888888889
64,0.878472222222222,0.875,0.861111111111111,0.888888888888889,0.888888888888889
65,0.822916666666667,0.902777777777778,0.819444444444444,0.791666666666667,0.777777777777778
66,0.670138888888889,0.75,0.680555555555556,0.611111111111111,0.638888888888889
67,0.34375,0.416666666666667,0.416666666666667,0.305555555555556,0.236111111111111
68,0.694444444444444,0.791666666666667,0.722222222222222,0.652777777777778,0.611111111111111
69,0.690972222222222,0.805555555555556,0.791666666666667,0.611111111111111,0.555555555555556
70,0.788194444444444,0.833333333333333,0.861111111111111,0.777777777777778,0.680555555555556
71,0.833333333333333,0.819444444444444,0.847222222222222,0.833333333333333,0.833333333333333
72,0.854166666666667,0.847222222222222,0.847222222222222,0.861111111111111,0.861111111111111
73,0.572916666666667,0.666666666666667,0.583333333333333,0.555555555555556,0.486111111111111
74,0.840277777777778,0.847222222222222,0.902777777777778,0.819444444444444,0.791666666666667
75,0.611111111111111,0.708333333333333,0.611111111111111,0.597222222222222,0.527777777777778
76,0.694444444444444,0.805555555555556,0.666666666666667,0.666666666666667,0.638888888888889
77,0.767361111111111,0.791666666666667,0.777777777777778,0.736111111111111,0.763888888888889
78,0.847222222222222,0.861111111111111,0.861111111111111,0.833333333333333,0.833333333333333
79,0.472222222222222,0.708333333333333,0.472222222222222,0.388888888888889,0.319444444444444
80,0.684027777777778,0.708333333333333,0.694444444444444,0.652777777777778,0.680555555555556
81,0.809027777777778,0.861111111111111,0.805555555555556,0.805555555555556,0.763888888888889
82,0.78125,0.791666666666667,0.805555555555556,0.763888888888889,0.763888888888889
83,0.770833333333333,0.833333333333333,0.791666666666667,0.75,0.708333333333333
84,0.496527777777778,0.680555555555556,0.486111111111111,0.430555555555556,0.388888888888889
85,0.590277777777778,0.722222222222222,0.611111111111111,0.541666666666667,0.486111111111111
86,0.322916666666667,0.5,0.333333333333333,0.208333333333333,0.25
87,0.416666666666667,0.555555555555556,0.416666666666667,0.319444444444444,0.375
88,0.694444444444444,0.805555555555556,0.694444444444444,0.694444444444444,0.583333333333333
89,0.670138888888889,0.805555555555556,0.694444444444444,0.625,0.555555555555556
90,0.451388888888889,0.625,0.472222222222222,0.402777777777778,0.305555555555556
91,0.555555555555556,0.694444444444444,0.569444444444444,0.513888888888889,0.444444444444444
92,0.430555555555556,0.527777777777778,0.444444444444444,0.388888888888889,0.361111111111111
93,0.579861111111111,0.722222222222222,0.569444444444444,0.513888888888889,0.513888888888889
94,0.861111111111111,0.902777777777778,0.847222222222222,0.833333333333333,0.861111111111111
95,0.840277777777778,0.847222222222222,0.847222222222222,0.819444444444444,0.847222222222222
96,0.430555555555556,0.652777777777778,0.444444444444444,0.361111111111111,0.263888888888889
97,0.8125,0.819444444444444,0.833333333333333,0.791666666666667,0.805555555555556
98,0.545138888888889,0.625,0.583333333333333,0.541666666666667,0.430555555555556
99,0.621527777777778,0.722222222222222,0.666666666666667,0.569444444444444,0.527777777777778
100,0.493055555555556,0.694444444444444,0.5,0.430555555555556,0.347222222222222
101,0.881944444444444,0.888888888888889,0.875,0.888888888888889,0.875
102,0.822916666666667,0.833333333333333,0.833333333333333,0.819444444444444,0.805555555555556
103,0.46875,0.611111111111111,0.486111111111111,0.416666666666667,0.361111111111111
104,0.326388888888889,0.416666666666667,0.333333333333333,0.305555555555556,0.25
105,0.534722222222222,0.694444444444444,0.569444444444444,0.486111111111111,0.388888888888889
106,0.649305555555556,0.763888888888889,0.680555555555556,0.555555555555556,0.597222222222222
107,0.84375,0.833333333333333,0.861111111111111,0.833333333333333,0.847222222222222
108,0.857638888888889,0.861111111111111,0.833333333333333,0.875,0.861111111111111
109,0.583333333333333,0.722222222222222,0.625,0.513888888888889,0.472222222222222
110,0.625,0.75,0.694444444444444,0.541666666666667,0.513888888888889
111,0.177083333333333,0.194444444444444,0.222222222222222,0.166666666666667,0.125
112,0.798611111111111,0.847222222222222,0.819444444444444,0.777777777777778,0.75
113,0.850694444444444,0.861111111111111,0.847222222222222,0.861111111111111,0.833333333333333
114,0.288194444444444,0.416666666666667,0.277777777777778,0.236111111111111,0.222222222222222
115,0.697916666666667,0.819444444444444,0.694444444444444,0.652777777777778,0.625
116,0.25,0.402777777777778,0.222222222222222,0.222222222222222,0.152777777777778
117,0.753472222222222,0.805555555555556,0.777777777777778,0.694444444444444,0.736111111111111
118,0.690972222222222,0.777777777777778,0.708333333333333,0.680555555555556,0.597222222222222
119,0.368055555555556,0.486111111111111,0.361111111111111,0.305555555555556,0.319444444444444
120,0.826388888888889,0.819444444444444,0.819444444444444,0.819444444444444,0.847222222222222
121,0.798611111111111,0.861111111111111,0.791666666666667,0.777777777777778,0.763888888888889
122,0.815972222222222,0.861111111111111,0.777777777777778,0.819444444444444,0.805555555555556
123,0.802083333333333,0.847222222222222,0.833333333333333,0.777777777777778,0.75
124,0.340277777777778,0.444444444444444,0.333333333333333,0.263888888888889,0.319444444444444
125,0.788194444444444,0.833333333333333,0.763888888888889,0.847222222222222,0.708333333333333
126,0.243055555555556,0.319444444444444,0.194444444444444,0.222222222222222,0.236111111111111
127,0.538194444444444,0.666666666666667,0.569444444444444,0.472222222222222,0.444444444444444
128,0.770833333333333,0.861111111111111,0.763888888888889,0.736111111111111,0.722222222222222
129,0.836805555555556,0.847222222222222,0.875,0.819444444444444,0.805555555555556
130,0.736111111111111,0.819444444444444,0.722222222222222,0.736111111111111,0.666666666666667
131,0.732638888888889,0.777777777777778,0.763888888888889,0.722222222222222,0.666666666666667
132,0.71875,0.791666666666667,0.708333333333333,0.680555555555556,0.694444444444444
133,0.840277777777778,0.847222222222222,0.819444444444444,0.888888888888889,0.805555555555556
134,0.416666666666667,0.583333333333333,0.388888888888889,0.375,0.319444444444444
135,0.777777777777778,0.875,0.763888888888889,0.75,0.722222222222222
136,0.440972222222222,0.583333333333333,0.444444444444444,0.402777777777778,0.333333333333333
137,0.604166666666667,0.75,0.680555555555556,0.527777777777778,0.458333333333333
138,0.881944444444444,0.888888888888889,0.902777777777778,0.861111111111111,0.875
139,0.78125,0.861111111111111,0.777777777777778,0.777777777777778,0.708333333333333
140,0.6875,0.722222222222222,0.680555555555556,0.694444444444444,0.652777777777778
141,0.333333333333333,0.375,0.416666666666667,0.333333333333333,0.208333333333333
142,0.708333333333333,0.833333333333333,0.694444444444444,0.666666666666667,0.638888888888889
143,0.666666666666667,0.75,0.736111111111111,0.611111111111111,0.569444444444444
144,0.78125,0.875,0.777777777777778,0.75,0.722222222222222
145,0.833333333333333,0.819444444444444,0.833333333333333,0.847222222222222,0.833333333333333
146,0.854166666666667,0.861111111111111,0.861111111111111,0.847222222222222,0.847222222222222
147,0.559027777777778,0.708333333333333,0.555555555555556,0.513888888888889,0.458333333333333
148,0.767361111111111,0.847222222222222,0.763888888888889,0.722222222222222,0.736111111111111
149,0.659722222222222,0.75,0.652777777777778,0.694444444444444,0.541666666666667
150,0.673611111111111,0.722222222222222,0.722222222222222,0.625,0.625
151,0.760416666666667,0.805555555555556,0.791666666666667,0.736111111111111,0.708333333333333
152,0.84375,0.861111111111111,0.819444444444444,0.847222222222222,0.847222222222222
153,0.479166666666667,0.666666666666667,0.527777777777778,0.402777777777778,0.319444444444444
154,0.711805555555556,0.777777777777778,0.722222222222222,0.708333333333333,0.638888888888889
155,0.78125,0.819444444444444,0.791666666666667,0.75,0.763888888888889
156,0.791666666666667,0.833333333333333,0.819444444444444,0.777777777777778,0.736111111111111
157,0.819444444444444,0.833333333333333,0.861111111111111,0.805555555555556,0.777777777777778
158,0.524305555555556,0.694444444444444,0.527777777777778,0.541666666666667,0.333333333333333
159,0.611111111111111,0.75,0.625,0.569444444444444,0.5
160,0.333333333333333,0.458333333333333,0.319444444444444,0.305555555555556,0.25
161,0.440972222222222,0.583333333333333,0.444444444444444,0.347222222222222,0.388888888888889
162,0.694444444444444,0.819444444444444,0.722222222222222,0.652777777777778,0.583333333333333
163,0.645833333333333,0.722222222222222,0.694444444444444,0.625,0.541666666666667
164,0.479166666666667,0.583333333333333,0.527777777777778,0.402777777777778,0.402777777777778
165,0.552083333333333,0.777777777777778,0.569444444444444,0.486111111111111,0.375
166,0.388888888888889,0.5,0.430555555555556,0.291666666666667,0.333333333333333
167,0.5625,0.708333333333333,0.611111111111111,0.5,0.430555555555556
168,0.805555555555556,0.847222222222222,0.833333333333333,0.805555555555556,0.736111111111111
169,0.833333333333333,0.847222222222222,0.833333333333333,0.819444444444444,0.833333333333333
170,0.416666666666667,0.569444444444444,0.388888888888889,0.402777777777778,0.305555555555556
171,0.815972222222222,0.861111111111111,0.791666666666667,0.791666666666667,0.819444444444444
172,0.5625,0.694444444444444,0.569444444444444,0.513888888888889,0.472222222222222
173,0.614583333333333,0.763888888888889,0.666666666666667,0.555555555555556,0.472222222222222
174,0.420138888888889,0.555555555555556,0.444444444444444,0.347222222222222,0.333333333333333
175,0.864583333333333,0.888888888888889,0.847222222222222,0.861111111111111,0.861111111111111
176,0.833333333333333,0.847222222222222,0.819444444444444,0.833333333333333,0.833333333333333
177,0.486111111111111,0.625,0.513888888888889,0.416666666666667,0.388888888888889
178,0.322916666666667,0.444444444444444,0.347222222222222,0.305555555555556,0.194444444444444
179,0.517361111111111,0.625,0.555555555555556,0.444444444444444,0.444444444444444
180,0.663194444444444,0.805555555555556,0.652777777777778,0.625,0.569444444444444
181,0.836805555555556,0.833333333333333,0.847222222222222,0.833333333333333,0.833333333333333
182,0.868055555555556,0.861111111111111,0.861111111111111,0.902777777777778,0.847222222222222
183,0.583333333333333,0.722222222222222,0.583333333333333,0.555555555555556,0.472222222222222
184,0.638888888888889,0.777777777777778,0.708333333333333,0.555555555555556,0.513888888888889
185,0.131944444444444,0.166666666666667,0.138888888888889,0.138888888888889,0.0833333333333333
186,0.795138888888889,0.847222222222222,0.847222222222222,0.763888888888889,0.722222222222222
187,0.833333333333333,0.833333333333333,0.847222222222222,0.819444444444444,0.833333333333333
188,0.322916666666667,0.458333333333333,0.347222222222222,0.263888888888889,0.222222222222222
189,0.732638888888889,0.888888888888889,0.722222222222222,0.694444444444444,0.625
190,0.256944444444444,0.388888888888889,0.25,0.236111111111111,0.152777777777778
191,0.756944444444444,0.791666666666667,0.75,0.75,0.736111111111111
192,0.694444444444444,0.736111111111111,0.791666666666667,0.708333333333333,0.541666666666667
193,0.368055555555556,0.458333333333333,0.361111111111111,0.291666666666667,0.361111111111111
194,0.836805555555556,0.875,0.819444444444444,0.833333333333333,0.819444444444444
195,0.8125,0.833333333333333,0.819444444444444,0.819444444444444,0.777777777777778
196,0.791666666666667,0.847222222222222,0.819444444444444,0.75,0.75
197,0.788194444444444,0.847222222222222,0.805555555555556,0.777777777777778,0.722222222222222
198,0.364583333333333,0.472222222222222,0.375,0.347222222222222,0.263888888888889
199,0.788194444444444,0.875,0.777777777777778,0.763888888888889,0.736111111111111
200,0.243055555555556,0.263888888888889,0.25,0.25,0.208333333333333
201,0.527777777777778,0.708333333333333,0.527777777777778,0.458333333333333,0.416666666666667
202,0.753472222222222,0.791666666666667,0.805555555555556,0.722222222222222,0.694444444444444
203,0.857638888888889,0.888888888888889,0.861111111111111,0.847222222222222,0.833333333333333
204,0.704861111111111,0.75,0.722222222222222,0.666666666666667,0.680555555555556
205,0.729166666666667,0.847222222222222,0.736111111111111,0.694444444444444,0.638888888888889
206,0.725694444444444,0.819444444444444,0.736111111111111,0.722222222222222,0.625
207,0.8125,0.791666666666667,0.833333333333333,0.833333333333333,0.791666666666667
208,0.409722222222222,0.583333333333333,0.472222222222222,0.291666666666667,0.291666666666667
209,0.760416666666667,0.791666666666667,0.791666666666667,0.708333333333333,0.75
210,0.489583333333333,0.652777777777778,0.458333333333333,0.458333333333333,0.388888888888889
211,0.635416666666667,0.805555555555556,0.652777777777778,0.611111111111111,0.472222222222222
212,0.881944444444444,0.902777777777778,0.875,0.902777777777778,0.847222222222222
213,0.763888888888889,0.791666666666667,0.791666666666667,0.75,0.722222222222222
214,0.697916666666667,0.75,0.597222222222222,0.722222222222222,0.722222222222222
215,0.322916666666667,0.430555555555556,0.347222222222222,0.263888888888889,0.25
216,0.71875,0.833333333333333,0.763888888888889,0.652777777777778,0.625
217,0.666666666666667,0.736111111111111,0.722222222222222,0.638888888888889,0.569444444444444
218,0.767361111111111,0.805555555555556,0.75,0.791666666666667,0.722222222222222
219,0.840277777777778,0.847222222222222,0.861111111111111,0.819444444444444,0.833333333333333
220,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111,0.861111111111111
221,0.569444444444444,0.736111111111111,0.597222222222222,0.486111111111111,0.458333333333333
222,0.795138888888889,0.847222222222222,0.791666666666667,0.777777777777778,0.763888888888889
223,0.583333333333333,0.694444444444444,0.611111111111111,0.513888888888889,0.513888888888889
224,0.635416666666667,0.694444444444444,0.652777777777778,0.638888888888889,0.555555555555556
225,0.756944444444444,0.819444444444444,0.777777777777778,0.736111111111111,0.694444444444444
226,0.861111111111111,0.888888888888889,0.861111111111111,0.875,0.819444444444444
227,0.486111111111111,0.652777777777778,0.541666666666667,0.402777777777778,0.347222222222222
228,0.690972222222222,0.75,0.694444444444444,0.652777777777778,0.666666666666667
229,0.788194444444444,0.847222222222222,0.805555555555556,0.75,0.75
230,0.788194444444444,0.861111111111111,0.791666666666667,0.777777777777778,0.722222222222222
231,0.805555555555556,0.763888888888889,0.847222222222222,0.819444444444444,0.791666666666667
232,0.489583333333333,0.638888888888889,0.458333333333333,0.458333333333333,0.402777777777778
233,0.604166666666667,0.722222222222222,0.611111111111111,0.597222222222222,0.486111111111111
234,0.34375,0.430555555555556,0.361111111111111,0.291666666666667,0.291666666666667
235,0.430555555555556,0.569444444444444,0.402777777777778,0.375,0.375
236,0.673611111111111,0.777777777777778,0.736111111111111,0.583333333333333,0.597222222222222
237,0.666666666666667,0.833333333333333,0.625,0.652777777777778,0.555555555555556
238,0.486111111111111,0.625,0.527777777777778,0.388888888888889,0.402777777777778
239,0.5625,0.680555555555556,0.611111111111111,0.472222222222222,0.486111111111111
240,0.402777777777778,0.5,0.375,0.444444444444444,0.291666666666667
241,0.583333333333333,0.722222222222222,0.652777777777778,0.513888888888889,0.444444444444444
242,0.826388888888889,0.833333333333333,0.833333333333333,0.763888888888889,0.875
243,0.833333333333333,0.847222222222222,0.847222222222222,0.819444444444444,0.819444444444444
244,0.458333333333333,0.611111111111111,0.472222222222222,0.388888888888889,0.361111111111111
245,0.854166666666667,0.902777777777778,0.833333333333333,0.833333333333333,0.847222222222222
246,0.552083333333333,0.597222222222222,0.638888888888889,0.541666666666667,0.430555555555556
247,0.59375,0.680555555555556,0.666666666666667,0.541666666666667,0.486111111111111
248,0.423611111111111,0.569444444444444,0.388888888888889,0.388888888888889,0.347222222222222
249,0.875,0.902777777777778,0.847222222222222,0.875,0.875
250,0.833333333333333,0.861111111111111,0.833333333333333,0.819444444444444,0.819444444444444
251,0.513888888888889,0.708333333333333,0.541666666666667,0.458333333333333,0.347222222222222
252,0.319444444444444,0.416666666666667,0.305555555555556,0.319444444444444,0.236111111111111
253,0.517361111111111,0.694444444444444,0.555555555555556,0.444444444444444,0.375
254,0.635416666666667,0.75,0.652777777777778,0.541666666666667,0.597222222222222
255,0.836805555555556,0.833333333333333,0.847222222222222,0.833333333333333,0.833333333333333
256,0.871527777777778,0.875,0.861111111111111,0.861111111111111,0.888888888888889
257,0.569444444444444,0.666666666666667,0.638888888888889,0.513888888888889,0.458333333333333
258,0.666666666666667,0.736111111111111,0.722222222222222,0.611111111111111,0.597222222222222
259,0.138888888888889,0.194444444444444,0.0555555555555556,0.166666666666667,0.138888888888889
260,0.815972222222222,0.847222222222222,0.833333333333333,0.805555555555556,0.777777777777778
261,0.854166666666667,0.833333333333333,0.875,0.847222222222222,0.861111111111111
262,0.263888888888889,0.402777777777778,0.305555555555556,0.166666666666667,0.180555555555556
263,0.694444444444444,0.791666666666667,0.708333333333333,0.625,0.652777777777778
264,0.28125,0.402777777777778,0.305555555555556,0.222222222222222,0.194444444444444
265,0.75,0.791666666666667,0.805555555555556,0.708333333333333,0.694444444444444
266,0.708333333333333,0.819444444444444,0.736111111111111,0.666666666666667,0.611111111111111
267,0.388888888888889,0.555555555555556,0.416666666666667,0.291666666666667,0.291666666666667
268,0.822916666666667,0.791666666666667,0.875,0.819444444444444,0.805555555555556
269,0.805555555555556,0.875,0.791666666666667,0.791666666666667,0.763888888888889
270,0.802083333333333,0.833333333333333,0.791666666666667,0.833333333333333,0.75
271,0.809027777777778,0.847222222222222,0.819444444444444,0.805555555555556,0.763888888888889
272,0.326388888888889,0.527777777777778,0.319444444444444,0.208333333333333,0.25
273,0.763888888888889,0.805555555555556,0.791666666666667,0.722222222222222,0.736111111111111
274,0.197916666666667,0.25,0.125,0.236111111111111,0.180555555555556
275,0.541666666666667,0.652777777777778,0.597222222222222,0.5,0.416666666666667
276,0.760416666666667,0.819444444444444,0.805555555555556,0.736111111111111,0.680555555555556
277,0.847222222222222,0.875,0.847222222222222,0.819444444444444,0.847222222222222
278,0.694444444444444,0.791666666666667,0.722222222222222,0.652777777777778,0.611111111111111
279,0.725694444444444,0.777777777777778,0.736111111111111,0.680555555555556,0.708333333333333
280,0.71875,0.805555555555556,0.708333333333333,0.722222222222222,0.638888888888889
281,0.84375,0.861111111111111,0.875,0.805555555555556,0.833333333333333
282,0.395833333333333,0.597222222222222,0.402777777777778,0.305555555555556,0.277777777777778
283,0.753472222222222,0.833333333333333,0.777777777777778,0.75,0.652777777777778
284,0.444444444444444,0.569444444444444,0.416666666666667,0.444444444444444,0.347222222222222
285,0.635416666666667,0.694444444444444,0.597222222222222,0.638888888888889,0.611111111111111
286,0.878472222222222,0.875,0.888888888888889,0.888888888888889,0.861111111111111
287,0.788194444444444,0.833333333333333,0.833333333333333,0.75,0.736111111111111
288,0.649305555555556,0.722222222222222,0.666666666666667,0.652777777777778,0.555555555555556
289,0.329861111111111,0.472222222222222,0.347222222222222,0.277777777777778,0.222222222222222
290,0.694444444444444,0.791666666666667,0.722222222222222,0.625,0.638888888888889
291,0.6875,0.777777777777778,0.708333333333333,0.666666666666667,0.597222222222222
292,0.795138888888889,0.819444444444444,0.805555555555556,0.777777777777778,0.777777777777778
293,0.850694444444444,0.861111111111111,0.833333333333333,0.847222222222222,0.861111111111111
294,0.850694444444444,0.847222222222222,0.833333333333333,0.847222222222222,0.875
295,0.611111111111111,0.763888888888889,0.638888888888889,0.513888888888889,0.527777777777778
296,0.802083333333333,0.833333333333333,0.805555555555556,0.777777777777778,0.791666666666667
297,0.569444444444444,0.666666666666667,0.611111111111111,0.569444444444444,0.430555555555556
298,0.6875,0.805555555555556,0.680555555555556,0.625,0.638888888888889
299,0.763888888888889,0.791666666666667,0.777777777777778,0.819444444444444,0.666666666666667
300,0.847222222222222,0.861111111111111,0.875,0.847222222222222,0.805555555555556
301,0.447916666666667,0.625,0.458333333333333,0.388888888888889,0.319444444444444
302,0.715277777777778,0.75,0.694444444444444,0.694444444444444,0.722222222222222
303,0.791666666666667,0.847222222222222,0.805555555555556,0.763888888888889,0.75
304,0.791666666666667,0.847222222222222,0.819444444444444,0.75,0.75
305,0.788194444444444,0.763888888888889,0.805555555555556,0.791666666666667,0.791666666666667
306,0.503472222222222,0.638888888888889,0.5,0.472222222222222,0.402777777777778
307,0.635416666666667,0.763888888888889,0.652777777777778,0.611111111111111,0.513888888888889
308,0.315972222222222,0.416666666666667,0.388888888888889,0.25,0.208333333333333
309,0.388888888888889,0.513888888888889,0.388888888888889,0.319444444444444,0.333333333333333
310,0.690972222222222,0.833333333333333,0.708333333333333,0.611111111111111,0.611111111111111
311,0.642361111111111,0.75,0.694444444444444,0.569444444444444,0.555555555555556
312,0.444444444444444,0.625,0.472222222222222,0.375,0.305555555555556
313,0.545138888888889,0.680555555555556,0.569444444444444,0.513888888888889,0.416666666666667
314,0.40625,0.444444444444444,0.458333333333333,0.472222222222222,0.25
315,0.572916666666667,0.708333333333333,0.652777777777778,0.527777777777778,0.402777777777778
316,0.836805555555556,0.861111111111111,0.791666666666667,0.819444444444444,0.875
317,0.836805555555556,0.847222222222222,0.847222222222222,0.819444444444444,0.833333333333333
318,0.447916666666667,0.652777777777778,0.472222222222222,0.305555555555556,0.361111111111111
319,0.815972222222222,0.777777777777778,0.861111111111111,0.847222222222222,0.777777777777778
320,0.524305555555556,0.666666666666667,0.513888888888889,0.458333333333333,0.458333333333333
321,0.604166666666667,0.694444444444444,0.694444444444444,0.541666666666667,0.486111111111111
322,0.447916666666667,0.666666666666667,0.444444444444444,0.388888888888889,0.291666666666667
323,0.878472222222222,0.888888888888889,0.861111111111111,0.875,0.888888888888889
324,0.826388888888889,0.833333333333333,0.833333333333333,0.819444444444444,0.819444444444444
325,0.517361111111111,0.680555555555556,0.513888888888889,0.472222222222222,0.402777777777778
326,0.361111111111111,0.5,0.430555555555556,0.291666666666667,0.222222222222222
327,0.545138888888889,0.708333333333333,0.541666666666667,0.527777777777778,0.402777777777778
328,0.673611111111111,0.777777777777778,0.694444444444444,0.694444444444444,0.527777777777778
329,0.836805555555556,0.833333333333333,0.833333333333333,0.847222222222222,0.833333333333333
330,0.885416666666667,0.902777777777778,0.861111111111111,0.888888888888889,0.888888888888889
331,0.583333333333333,0.736111111111111,0.611111111111111,0.527777777777778,0.458333333333333
332,0.65625,0.75,0.694444444444444,0.611111111111111,0.569444444444444
333,0.125,0.208333333333333,0.111111111111111,0.0833333333333333,0.0972222222222222
334,0.802083333333333,0.861111111111111,0.805555555555556,0.777777777777778,0.763888888888889
335,0.836805555555556,0.833333333333333,0.819444444444444,0.833333333333333,0.861111111111111
336,0.288194444444444,0.430555555555556,0.277777777777778,0.263888888888889,0.180555555555556
337,0.701388888888889,0.777777777777778,0.736111111111111,0.708333333333333,0.583333333333333
338,0.246527777777778,0.347222222222222,0.263888888888889,0.25,0.125
339,0.743055555555556,0.763888888888889,0.75,0.736111111111111,0.722222222222222
340,0.725694444444444,0.777777777777778,0.777777777777778,0.75,0.597222222222222
341,0.34375,0.472222222222222,0.333333333333333,0.333333333333333,0.236111111111111
342,0.798611111111111,0.833333333333333,0.791666666666667,0.805555555555556,0.763888888888889
343,0.798611111111111,0.875,0.833333333333333,0.777777777777778,0.708333333333333
344,0.774305555555556,0.833333333333333,0.791666666666667,0.763888888888889,0.708333333333333
345,0.809027777777778,0.875,0.805555555555556,0.791666666666667,0.763888888888889
346,0.350694444444444,0.527777777777778,0.388888888888889,0.236111111111111,0.25
347,0.777777777777778,0.833333333333333,0.763888888888889,0.791666666666667,0.722222222222222
348,0.21875,0.25,0.152777777777778,0.236111111111111,0.236111111111111
