subNo,Ignore,Update,I1,I2,I3,I4,U1,U2,U3,U4
21,2.00588718803556,2.10619034478896,1.50449060838764,2.35691444017903,2.15632733422399,1.90583988760409,2.20636183450642,1.8052587345237,2.15619947937284,2.25648298870692
22,1.70515734549554,1.90560281539365,1.4544353007077,1.80535185553163,1.80531065447576,1.70524385304452,1.5045164271869,1.90562466220581,2.10611719808367,2.10615048149339
23,2.10602953541093,2.00578077393584,1.50450427061878,1.905524828122,2.50709232012741,2.4572878718609,1.5548450674396,2.10613774321973,1.95564290403854,2.40697581321001
24,2.60753502976149,2.30672854906879,2.30671007465571,2.50726586068049,2.80828215694055,2.70787340425886,2.25657746987417,2.507304568775,2.20652169454843,2.3066602232866
25,2.10611809580587,2.05613608646672,1.85547742480412,2.20643723616377,2.20659031101968,1.80752277711872,1.50454679143149,2.10640547762159,2.15640962705947,2.20652169117238
26,2.00578629644588,2.10611924622208,1.85539830476046,2.3067097812891,2.0559461733792,2.00588101451285,2.00593761052005,1.80531423166394,2.25662130955607,2.10617936123163
27,2.0061092103133,1.80546447797678,1.95726397226099,2.05613960535266,2.20653532724828,2.00593502179254,1.70510648237541,1.75530842668377,2.1060864252504,1.95580272341613
28,2.0058827737812,2.00581694045104,1.40411204728298,2.20639120065607,2.20642726961523,2.10618068068288,1.45431898999959,2.05598282883875,2.10617730813101,2.00581386173144
29,2.20649469357159,2.30681544596882,2.00595831743703,2.30681016754534,2.25685161785805,2.30673817567003,1.90579137252644,2.30676896648947,2.10615649303509,2.90878585334576
30,1.70529709272159,1.90567687663861,1.60480918871326,1.95579803155124,1.70512539672563,1.75528716632107,1.85561774342568,1.90588566835868,1.70507173256192,1.90568112871551
31,2.40700423769886,2.50722572635277,2.30670034696232,2.45719151923549,2.35688176355325,2.3082458996214,2.30672732557287,2.55737283316557,2.60760175561882,2.60760512790876
32,2.15747702345834,2.3065991771291,2.00593647063943,2.30660093657207,2.20631508043152,2.30784635202144,2.15639303985517,2.30660181629355,2.3065991771291,2.30663671254297
33,2.40721097608912,2.60757682967233,2.05602932692273,2.45725486031733,2.45721747147036,2.85842130469973,2.25669663737062,2.60761319217272,2.45806656507193,2.90841489727609
34,2.30686179886106,2.40739369008224,2.10635767842177,2.30676898616366,2.45718538213987,2.60749679559376,2.20658224669751,2.55748238239903,2.35692943632603,2.90846667997539
35,2.00591796310619,2.10594593873248,1.90692030149512,2.1563389445655,1.90552768437192,2.00718213920482,1.80528681329452,1.90574189927429,2.25662468187511,2.30662620672956
36,1.70504768635146,2.00587344006635,1.40425213705748,1.90559711353853,1.90552834712435,1.90559036890045,1.30389076913707,1.80532166687772,2.50737735605799,2.40716393117327
37,2.80795795563608,2.90824659820646,2.60734606673941,2.80795428995043,2.85815330187324,2.85802764561959,2.55748722096905,2.80860427138396,3.00860503385775,2.90833398583345
38,2.85845405701548,2.80814917082898,2.70794466254301,3.00874513154849,3.00876917736605,2.7078121160157,2.80817776243202,3.10952762467787,2.50725633045658,2.75799237331375
39,2.00570477452129,1.95573946530931,1.6045940821059,2.30678543867543,1.90562064270489,2.00581752718426,1.35407357383519,2.40701604564674,1.85537176625803,2.05592887173407
40,2.00576772447675,2.1060122337658,1.8051870665513,2.00577593548223,2.05598271847703,2.10602498997469,1.8053216667613,2.3567902907962,1.95555419684388,2.20622844458558
41,2.10622819163837,2.10625795612577,1.85540834930725,2.30674286768772,2.05596422636881,2.45719841052778,1.95573540648911,2.25655455957167,1.95580153353512,2.40708326746244
42,2.20683267957065,2.50745389354415,2.20663136558142,2.20689470134676,2.30709566338919,2.35720831400249,2.20724058581982,2.60775455960538,2.45750546094496,2.60795118147507
43,2.40701831341721,2.35706768149976,2.35697912122123,2.55755845783278,2.30697042657994,2.25660925020929,2.55756168346852,2.60755938163493,2.30680547549855,2.15634010895155
44,2.00565027911216,1.90561969345436,1.80522636161186,1.95564568974078,2.10596355469897,2.15616667212453,1.85539780836552,1.85529018670786,2.20640527224168,2.20630102313589
45,2.30654846481048,2.30672148033045,2.25803400890436,2.40703504905105,2.20638327882625,2.15625845838804,2.35693544789683,2.40699604712427,2.10610915173311,2.40695499279536
46,2.00633583636954,2.20668693748303,2.10661028348841,2.00621721893549,1.90594277181663,1.90584717411548,1.90562342852354,2.40741603123024,2.35721495328471,2.10658022621647
47,2.00595403183252,2.20648650545627,1.90563442511484,2.15624833246693,2.05611346941441,2.10619402304292,1.95578697090968,2.3068042062223,2.20648650545627,2.40704522375017
48,2.10620181774721,2.40722258063033,1.80535685643554,2.25659563345835,2.35695406910963,2.25664885761216,1.90567218465731,2.55744000803679,2.50728205125779,2.50739905610681
49,2.30659526959062,2.4069459605962,2.20641510002315,2.30659233685583,2.40694214776158,2.25647805957124,2.15623909514397,2.50713258050382,2.60750233242288,2.4069150229916
50,2.40690983273089,2.30666371085681,1.95565697993152,2.50728410342708,2.4069346121978,2.60756424209103,2.10613510408439,2.40724955894984,2.30662852129899,2.60751292388886
51,2.50743227638304,2.60765481973067,2.35692904051393,2.55738688213751,2.60763150732964,2.50850643077865,2.40735811553895,2.60762182995677,2.80817365692928,2.7078773630783
52,2.20643620984629,2.30667030881159,2.00586156337522,2.25657290685922,2.35682958574034,2.20627169823274,2.00584675441496,2.45709594152868,2.20642330707051,2.35683501092717
53,2.20641612727195,2.50717832706869,1.95578374573961,2.35691657755524,2.50736395083368,2.20644794357941,2.15636914875358,2.75788020761684,2.25657658977434,2.70781900733709
54,2.20638738432899,2.30667983973399,2.00590657675639,2.50737530342303,2.15628836955875,2.20633108075708,1.90567863592878,2.4071042551659,2.2064530714415,2.45720517612062
55,2.00576371699572,1.90571990609169,1.85530607961118,2.10594725841656,2.0558518958278,2.05581084126607,1.80519722728059,2.0056845410727,1.9054288608022,2.20619824621826
56,2.40709296567366,2.30690549267456,1.90563538204879,2.50731078907847,2.55738458456472,2.65771032311022,1.80532782501541,2.45765267102979,2.3569247443229,2.55742886522785
57,2.10604652110487,2.10602306202054,1.70518523361534,2.10601895581931,2.206349266693,2.15635551279411,1.60463323071599,2.35699252737686,2.00570037588477,2.20624780468643
58,1.80544864293188,2.0057206582278,1.60468558501452,1.80526389740407,1.90562482527457,1.90586983319372,1.7553745538462,2.05615939968266,1.90561412181705,2.50723366532475
59,1.70500956429169,1.90562130603939,1.50455896137282,1.80536477407441,1.90556368324906,1.70508448872715,1.70500384643674,2.0058540860191,2.00588370347396,2.10612264135852
60,2.10611415491439,2.2063532397151,1.90684108645655,2.25652234093286,2.10613101650961,2.20635030721314,2.20648666738998,2.0561113251606,2.50712665100582,2.20630588021595
61,1.75507855135947,2.00573395239189,1.40413110796362,1.8052928247489,2.00572794070467,2.00574377598241,1.90548003138974,2.15621416876093,2.00567808933556,2.10599579056725
62,2.10611985530704,2.20631055440754,2.00586376292631,2.15614629117772,2.2065882589668,1.85536657785997,1.90550239477307,2.40708490088582,2.20632155053318,2.10610460676253
